https://scholar.google.it/citations?view_op=view_citation&hl=it&user=dkKbwa4AAAAJ&authuser=2&citation_for_view=dkKbwa4AAAAJ:9yKSN-GCB0IC	The β-casein (CSN2) A2 allelic variant alters milk protein profile and slightly worsens coagulation properties in Holstein cows	Milk proteins genetic variants have long attracted interest as they are associated with important issues relating to milk composition and technological properties. An important debate has recently opened at an international level on the role of β-casein (β-CN) A1 and A2 polymorphisms, toward human health. For this reason, a lot of efforts has been put into the promotion of A2 milk by companies producing and selling A1-free milk, leading the farmers and breeders to switch toward A2 milk production without paying attention on the potential effect of the processability of milk into cheese. The aim of the present work was to evaluate the effects of β-CN, specifically the A1 and A2 allelic variants, on the detailed milk protein profile and cheese-making traits in individual milk samples of 1,133 Holstein Friesian cows. The protein fractions were measured with reversed-phase (RP)-HPLC (expressed in g/L and % N), and the …
https://scholar.google.it/citations?view_op=view_citation&hl=it&user=dkKbwa4AAAAJ&authuser=2&citation_for_view=dkKbwa4AAAAJ:d1gkVwhDpl0C	Impact of somatic cell count combined with differential somatic cell count on milk protein fractions in Holstein cattle	Udder health in dairy herds is a very important issue given its implications for animal welfare and the production of high-quality milk. Somatic cell count (SCC) is the most widely used means of assessing udder health status. However, differential somatic cell count (DSCC) has recently been proposed as a new and more effective means of evaluating intramammary infection dynamics. Differential SCC represents the combined percentage of polymorphonuclear neutrophils and lymphocytes (PMN-LYM) in the total SCC, with macrophages (MAC) accounting for the remaining proportion. The aim of this study was to evaluate the association between SCC and DSCC and the detailed milk protein profile in a population of 1,482 Holstein cows. A validated reversed-phase HPLC method was used to quantify 4 caseins (CN), namely αS1-CN, αS2-CN, κ-CN, and β-CN, and 3 whey protein fractions, namely β-lactoglobulin, α …
https://scholar.google.it/citations?view_op=view_citation&hl=it&user=dkKbwa4AAAAJ&authuser=2&citation_for_view=dkKbwa4AAAAJ:u5HHmVD_uO8C	Associations between Milk Fatty Acid Profile and Body Condition Score, Ultrasound Hepatic Measurements and Blood Metabolites in Holstein Cows	Metabolic disorders represent a crucial problem in early lactating dairy cows, which lead to major economic losses at the herd level. To allow the prompt detection of metabolic dysfunction with noninvasive and ready-to-use methods on the farm, milk matrix represents the best option. Among milk fine components, the fatty acid profile represents a fingerprint of the cow’s nutritional and metabolic status, being a suitable indicator of metabolic imbalance at the cow level. We performed an association study between milk fatty acid profile and a set of metabolic indicators, such as body condition score, ultrasound liver measurements, and blood metabolites, from 297 Holstein–Friesian cows. We extracted a few latent variables able to explain specific biological mechanisms from the milk fatty acid profile. Then, we explored the associations between these new synthetic variables, namely the factors, and the morphometric, ultrasonographic and hematic indicators of immune and metabolic status. The significant associations of fatty acid factors with blood and ultrasound indicators of inflammation and hepatic load showed the capacity of fatty acids to reflect the energy metabolic status of lactating cows, suggesting their potential usefulness as markers of digestive alterations and metabolic variations in cows during the critical period of early lactation.
https://scholar.google.it/citations?view_op=view_citation&hl=it&user=dkKbwa4AAAAJ&authuser=2&citation_for_view=dkKbwa4AAAAJ:2osOgNQ5qMEC	Predicting milk protein fractions using infrared spectroscopy and a gradient boosting machine for breeding purposes in Holstein cattle	In recent years, increasing attention has been focused on the genetic evaluation of protein fractions in cow milk with the aim of improving milk quality and technological characteristics. In this context, advances in high-throughput phenotyping by Fourier transform infrared (FTIR) spectroscopy offer the opportunity for large-scale, efficient measurement of novel traits that can be exploited in breeding programs as indicator traits. We took milk samples from 2,558 Holstein cows belonging to 38 herds in northern Italy, operating under different production systems. Fourier transform infrared spectra were collected on the same day as milk sampling and stored for subsequent analysis. Two sets of data (i.e., phenotypes and FTIR spectra) collected in 2 different years (2013 and 2019–2020) were compiled. The following traits were assessed using HPLC: true protein, major casein fractions [αS1-casein (CN), αS2-CN, β-CN, κ-CN …
https://scholar.google.it/citations?view_op=view_citation&hl=it&user=dkKbwa4AAAAJ&authuser=2&citation_for_view=dkKbwa4AAAAJ:u-x6o8ySG0sC	Streptococcus agalactiae and Prototheca spp. induce different mammary gland leukocyte responses in Holstein cows	In this study, we investigated the association between natural subclinical intramammary infection (IMI) caused by Streptococcus agalactiae and Prototheca spp. and milk differential cell counts assessed by cytofluorimetric analysis in Holstein cows. After an initial bacteriological screening on 188 animals and a second assessment carried out 2 wk later aimed at confirming the bacteriological status, we collected milk samples from 47 animals and performed (1) milk composition analyses; (2) somatic cell counts and differential somatic cell counts (DSCC); and (3) cytofluorimetric analyses. Before statistical analyses, animals with co-infections were filtered out. Bacteriological status (negative, positive for Strep. agalactiae, or positive for Prototheca spp.) significantly affected the investigated traits. Compared with culture-negative samples, those that were positive for Strep. agalactiae and Prototheca spp. had higher SCS …
https://scholar.google.it/citations?view_op=view_citation&hl=it&user=dkKbwa4AAAAJ&authuser=2&citation_for_view=dkKbwa4AAAAJ:IjCSPb-OGe4C	Impact of innovative rearing strategies for the Italian heavy pigs: Technological traits and chemical composition of dry–cured hams	To explore the influence of 4 feeding strategies on dry-cured ham quality, 336 barrows and gilts (3 batches, 112 pigs/batch) of 90 kg body weight (BW), were divided into 4 groups and housed in 8 pens with automated feeders. In the control group (C), the pigs were fed restrictively medium-protein feeds and slaughtered at 170 kg BW (SW) and 265 d of slaughter age (SA). With the older age (OA) treatment, the pigs were restrictively fed low protein feeds and slaughtered at 170 kg SW and 278 d SA. The other two groups were fed ad libitum high protein feeds, the younger age (YA) group was slaughtered at 170 kg SW and 237 d SA, the greater weight (GW) at 265 d of SA and 194 kg SW. The hams were dry-cured and seasoned for 607 d, weighed before and after seasoning and deboning. Sixty hams were sampled and sliced. The lean and the fat tissues were separated and analyzed for proximate composition …
https://scholar.google.it/citations?view_op=view_citation&hl=it&user=dkKbwa4AAAAJ&authuser=2&citation_for_view=dkKbwa4AAAAJ:qjMakFHDy7sC	Predicting milk protein fractions using infrared spectroscopy and a gradient boosting machine for breeding purposes in Holstein cattle	In recent years, increasing attention has been fo-cused on the genetic evaluation of protein fractions in cow milk with the aim of improving milk quality and technological characteristics. In this context, advances in high-throughput phenotyping by Fourier transform infrared (FTIR) spectroscopy offer the opportunity for large-scale, efficient measurement of novel traits that can be exploited in breeding programs as indica-tor traits. We took milk samples from 2,558 Holstein cows belonging to 38 herds in northern Italy, operating under different production systems. Fourier transform infrared spectra were collected on the same day as milk sampling and stored for subsequent analysis. Two sets of data (i.e., phenotypes and FTIR spectra) collected in 2 different years (2013 and 2019-2020) were compiled. The following traits were assessed using HPLC: true protein, major casein fractions [alpha S1-casein (CN), alpha S2- CN, beta-CN, Kappa-CN, and glycosylated-Kappa-CN], and major whey proteins (beta-lactoglobulin and alpha-lactalbumin), all of which were measured both in grams per liter (g/L) and proportion of total nitrogen (% N). The FTIR predictions were calculated using the gradient boosting machine technique and tested by 3 different cross-validation (CRV) methods. We used the following CRV scenarios: (1) random 10-fold, which randomly split the whole into 10-folds of equal size (9-folds for training and 1-fold for validation); (2) herd/date-out CRV, which assigned 80% of herd/date as the training set with independence of 20% of herd/date assigned as the validation set; (3) forward/backward CRV, which split the data set in training and …
https://scholar.google.it/citations?view_op=view_citation&hl=it&user=dkKbwa4AAAAJ&authuser=2&citation_for_view=dkKbwa4AAAAJ:UeHWp8X0CEIC	Evaluating chemical composition of pig faeces based on different diets using Near-Infrared Reflectance Spectroscopy (NIRS)	The aim of this paper is to demonstrate how NIRS (near-infrared spectroscopy) can be applied in swine faecal evaluation. Preliminary starter calibrations for ash, dry matter (DM), crude protein (CP), crude fibre (CF), crude fat, ether extract (EE), lipids, acid and neutral detergent fibre (ADF and NDF), starch. The preliminary results revealed that NIRS can be used on-farm as a rapid non-invasive tool to estimate proximate composition of faeces based on the diet fed to pigs. However, reliable estimates and prediction values and effectively assessing the model’s behaviour in predicting the chemical composition of pigs’ faeces based on diets require a repeated experiment with large dataset for validation.
https://scholar.google.it/citations?view_op=view_citation&hl=es&user=5NwnHA8AAAAJ&citation_for_view=5NwnHA8AAAAJ:9yKSN-GCB0IC	Milk protein fractions strongly affect the patterns of coagulation, curd firming, and syneresis	The aim of this study was to assess the role of milk protein fractions in the coagulation, curd firming, and syneresis of bovine milk. Analyses were performed on 1,271 individual milk samples from Brown Swiss cows reared in 85 herds classified into 4 types of farming systems, from the very traditional (tied cows, feed manually distributed, summer highland pasture) to the most modern (loose cows, use of total mixed rations with or without silage). Fractions αS1-casein (CN), αS2-CN, β-CN, κ-CN, β-lactoglobulin (LG), and α-lactalbumin (LA) and genotypes at CSN2, CSN3, and BLG were obtained by reversed-phase HPLC. The following milk coagulation properties were measured with a lactodynamograph, with the testing time extended to 60 min: rennet coagulation time (RCT, min), curd firming time (min), and curd firmness at 30 and 45 min (mm). All the curd firmness measures recorded over time (total of 240 …
https://scholar.google.it/citations?view_op=view_citation&hl=es&user=5NwnHA8AAAAJ&citation_for_view=5NwnHA8AAAAJ:YsMSGLbcyi4C	Composition and aptitude for cheese-making of milk from cows, buffaloes, goats, sheep, dromedary camels, and donkeys	Bovines produce about 83% of the milk and dairy products consumed by humans worldwide, the rest represented by bubaline, caprine, ovine, camelid, and equine species, which are particularly important in areas of extensive pastoralism. Although milk is increasingly used for cheese production, the cheese-making efficiency of milk from the different species is not well known. This study compares the cheese-making ability of milk sampled from lactating females of the 6 dairy species in terms of milk composition, coagulation properties (using lactodynamography), curd-firming modeling, nutrients recovered in the curd, and cheese yield (through laboratory model-cheese production). Equine (donkey) milk had the lowest fat and protein content and did not coagulate after rennet addition. Buffalo and ewe milk yielded more fresh cheese (25.5 and 22.9%, respectively) than cow, goat, and dromedary milk (15.4, 11.9, and …
